Date,Time,Temp,Humi,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:50:26,30.7,78,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:50:36,30.7,78,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:50:46,30.7,78,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:50:56,30.7,78,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:51:06,30.7,78,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:51:16,30.8,78,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:51:26,30.7,78,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:51:36,30.7,78,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:51:46,30.7,78,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:51:56,30.8,78,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:52:06,30.8,78,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:52:16,30.8,77,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:52:26,30.8,78,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:52:36,30.8,77,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:52:46,30.8,77,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:52:56,30.8,77,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:53:06,30.8,77,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:53:17,30.8,77,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:53:27,30.8,77,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:53:37,30.8,77,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:53:47,30.8,77,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:53:57,30.8,77,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:54:07,30.8,77,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:54:17,30.8,77,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:54:27,30.8,77,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:54:37,30.8,77,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:54:47,30.8,77,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:54:57,30.8,77,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:55:07,30.8,77,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:55:17,30.8,77,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:55:27,30.8,77,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:55:37,30.8,77,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:55:47,30.8,77,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:55:57,30.8,77,,,,,,,,,,,,,,,,,,,,,,
2024-06-10,20:56:07,30.8,77,,,,,,,,,,,,,,,,,,,,,,
